+-------+--------------------------------+----------------+-------+
|   #   | User Name                      | Boulder/routes |   %   |
|  1532 | AffenKalle                     |       26       | 0.010 |
|  1533 | Bent_                          |       26       | 0.010 |
|  1534 | ClimbingHoss                   |       26       | 0.010 |
|  1535 | Daniil                         |       26       | 0.010 |
|  1536 | DannyA                         |       26       | 0.010 |
|  1537 | EgorKryachkov                  |       26       | 0.010 |
|  1538 | F1Y_30Y_                       |       26       | 0.010 |
|  1539 | FatHands                       |       26       | 0.010 |
|  1540 | Jalorbee83                     |       26       | 0.010 |
|  1541 | Joegott                        |       26       | 0.010 |
|  1542 | Jones94                        |       26       | 0.010 |
|  1543 | Moreno1                        |       26       | 0.010 |
|  1544 | Moritz54666                    |       26       | 0.010 |
|  1545 | Oakdale                        |       26       | 0.010 |
|  1546 | Pommels                        |       26       | 0.010 |
|  1547 | RNorris                        |       26       | 0.010 |
|  1548 | ReadingRocks                   |       26       | 0.010 |
|  1549 | River_Climber                  |       26       | 0.010 |
|  1550 | Rownne_climbing_pilates        |       26       | 0.010 |
|  1551 | Stempf                         |       26       | 0.010 |
|  1552 | Vanwaran4                      |       26       | 0.010 |
|  1553 | _bestclimber_                  |       26       | 0.010 |
|  1554 | a_scott23                      |       26       | 0.010 |
|  1555 | alex_mason                     |       26       | 0.010 |
|  1556 | allez.ryan.venga               |       26       | 0.010 |
|  1557 | andrewharmon                   |       26       | 0.010 |
|  1558 | benblakney                     |       26       | 0.010 |
|  1559 | bluemoo                        |       26       | 0.010 |
|  1560 | brendanacord0116               |       26       | 0.010 |
|  1561 | bucketballoon                  |       26       | 0.010 |
|  1562 | ceramicsclimbingcatastrophe    |       26       | 0.010 |
|  1563 | chasmophyte                    |       26       | 0.010 |
|  1564 | daltontrudell                  |       26       | 0.010 |
|  1565 | dmroehl13                      |       26       | 0.010 |
|  1566 | dylan__le                      |       26       | 0.010 |
|  1567 | emileesudweeks                 |       26       | 0.010 |
|  1568 | eodjs95                        |       26       | 0.010 |
|  1569 | fjk918                         |       26       | 0.010 |
|  1570 | harryjkwon                     |       26       | 0.010 |
|  1571 | haydough                       |       26       | 0.010 |
|  1572 | hxm44                          |       26       | 0.010 |
|  1573 | jack.m                         |       26       | 0.010 |
|  1574 | jdubclimb                      |       26       | 0.010 |
|  1575 | jerolang                       |       26       | 0.010 |
|  1576 | jon_Horst                      |       26       | 0.010 |
|  1577 | lac                            |       26       | 0.010 |
|  1578 | lassemichtreiben               |       26       | 0.010 |
|  1579 | lucas10                        |       26       | 0.010 |
|  1580 | lucycampbell                   |       26       | 0.010 |
|  1581 | mattyfollent                   |       26       | 0.010 |
|  1582 | mdo03                          |       26       | 0.010 |
|  1583 | megjo                          |       26       | 0.010 |
|  1584 | obi.ponte                      |       26       | 0.010 |
|  1585 | officialflameboy               |       26       | 0.010 |
|  1586 | oscartm                        |       26       | 0.010 |
|  1587 | pouletnator                    |       26       | 0.010 |
|  1588 | quentinrichard02               |       26       | 0.010 |
|  1589 | ryansfearofheights             |       26       | 0.010 |
|  1590 | samfkr09                       |       26       | 0.010 |
|  1591 | si2649                         |       26       | 0.010 |
|  1592 | sirgavinofthesea               |       26       | 0.010 |
|  1593 | the_Daneinator                 |       26       | 0.010 |
|  1594 | theclimberman09                |       26       | 0.010 |
|  1595 | tinof                          |       26       | 0.010 |
|  1596 | ttc                            |       26       | 0.010 |
|  1597 | zachfletcher                   |       26       | 0.010 |
|  1598 | zc                             |       26       | 0.010 |
|  1599 | 2412                           |       25       | 0.009 |
|  1600 | Alirock                        |       25       | 0.009 |
|  1601 | Anoine                         |       25       | 0.009 |
|  1602 | Bapeteu                        |       25       | 0.009 |
|  1603 | Blajeen                        |       25       | 0.009 |
|  1604 | Blitzcrank1                    |       25       | 0.009 |
|  1605 | Bloonts                        |       25       | 0.009 |
|  1606 | Boekje                         |       25       | 0.009 |
|  1607 | Brochitos                      |       25       | 0.009 |
|  1608 | DesmondTan                     |       25       | 0.009 |
|  1609 | DirtyFNDangles                 |       25       | 0.009 |
|  1610 | EGrishkan                      |       25       | 0.009 |
|  1611 | Englewoodboards                |       25       | 0.009 |
|  1612 | Eric1699                       |       25       | 0.009 |
|  1613 | Fabtimus                       |       25       | 0.009 |
|  1614 | Finn.Binias                    |       25       | 0.009 |
|  1615 | Flip                           |       25       | 0.009 |
|  1616 | GETMe                          |       25       | 0.009 |
|  1617 | Gretaamalia                    |       25       | 0.009 |
|  1618 | Henryrichter2811               |       25       | 0.009 |
|  1619 | Iker_Borsten                   |       25       | 0.009 |
|  1620 | JamPlastick                    |       25       | 0.009 |
|  1621 | Jamie                          |       25       | 0.009 |
|  1622 | Jason954                       |       25       | 0.009 |
|  1623 | JeanMichMush                   |       25       | 0.009 |
|  1624 | Kai_Schmidt                    |       25       | 0.009 |
|  1625 | KilterBigSCL                   |       25       | 0.009 |
|  1626 | KilterSCL                      |       25       | 0.009 |
|  1627 | LastPete                       |       25       | 0.009 |
|  1628 | LeodF                          |       25       | 0.009 |
|  1629 | Leoliebtleberkas               |       25       | 0.009 |
|  1630 | LucasG98                       |       25       | 0.009 |
|  1631 | Mathissamuel                   |       25       | 0.009 |
|  1632 | Miguelo                        |       25       | 0.009 |
|  1633 | MrPaul                         |       25       | 0.009 |
|  1634 | Nakomis08                      |       25       | 0.009 |
|  1635 | PBuran                         |       25       | 0.009 |
|  1636 | SpanishDave                    |       25       | 0.009 |
|  1637 | SteffieStrauchelt              |       25       | 0.009 |
|  1638 | Stroobach                      |       25       | 0.009 |
|  1639 | TerryChan                      |       25       | 0.009 |
|  1640 | The_Igneous_Oogler             |       25       | 0.009 |
|  1641 | UPSdeliveryguy                 |       25       | 0.009 |
|  1642 | Ullie                          |       25       | 0.009 |
